Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Corner Drug","Addiction > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827628/corner-drug,2.9,-1,Sport,5.11a,1,70,42.74091,-108.83616
"The Big Dipper","Upper Wall > The Clock Tower > The Sport Park > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748885/the-big-dipper,2.9,-1,Sport,5.10d,1,,39.97207,-105.46336
"Gangsta Lean","Dihedrals > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105843519/gangsta-lean,3.0,-1,Sport,5.8,1,100,37.52838,-118.57396
Kigijiushi,"The Main Event > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106006012/kigijiushi,3.0,-1,Sport,5.10c,1,82,49.90478,-123.15582
"Satan's Wagon","The North Side > The Feathers > Vantage (Frenchman Coulee) > Central Region > Washington",https://www.mountainproject.com/route/105793707/satans-wagon,2.9,-1,Sport,5.10b,1,,47.0277,-119.96449
"Monkey Duodenum","Orangutan Wall > Left Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/105841699/monkey-duodenum,2.9,-1,Sport,5.9,1,100,39.5538,-111.6885
"Trip to the Vet","TEMP RAPTOR CLOSURE SEE MAIN PAGE Cat Wall > Indian Creek > Moab Area > Utah",https://www.mountainproject.com/route/105717919/trip-to-the-vet,2.9,-1,"Trad, TR",5.10+,1,100,38.0923,-109.56309
"All He's Ever Gonna Have","The Aspen Glade > Aspen Glade > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/110803176/all-hes-ever-gonna-have,3.2,-1,Sport,5.10a,1,60,42.5925,-108.7434
"Jungle Trundler","Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106129989/jungle-trundler,2.9,-1,Sport,5.11a,1,60,37.72482,-83.62612
"The Upheaval","E) Kaymoor Slabs > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105963143/the-upheaval,2.9,-1,Sport,5.9,1,85,38.05426,-81.06106
"Hot Karl Sunday","Ice Cream Parlor > Kane Springs Canyon > Moab Area > Utah",https://www.mountainproject.com/route/105936665/hot-karl-sunday,2.8,-1,Sport,5.10c,1,90,38.5092,-109.5995
"Family Jewel","Mt. Gorgeous > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/105904189/family-jewel,2.9,-1,Sport,5.10c,1,50,34.09567,-118.72976
"Urban Fringe","The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105756412/urban-fringe,3.0,-1,Sport,5.10+,1,,38.6329,-105.2165
"Local Boys Do Good","Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105918383/local-boys-do-good,3.5,-1,"Trad, Sport","5.10d PG13",3,350,49.66932,-123.15753
Raycreation,"Upper Wall > Raycreation Area > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106828858/raycreation,2.8,-1,Sport,5.11-,1,55,32.42467,-110.74639
"Little Feat","East Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105734963/little-feat,3.4,-1,"Sport, TR",5.11a,1,80,39.31625,-120.3185
"27 Tons","The Dark Side > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/106004015/27-tons,2.9,-1,Sport,5.10a,1,85,38.6281,-105.2239
"The Heavy Hitter","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826098/the-heavy-hitter,2.8,-1,Sport,5.10c,1,60,36.15539,-115.4361
"Rush Hour","Division Wall > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105741959/rush-hour,2.9,-1,Sport,5.11b,1,,40.4503,-111.668
"High Heeled Tittty Twister","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105754630/high-heeled-tittty-twister,2.9,-1,Sport,5.10-,1,75,38.63213,-105.22238
"Fish N' Chips","Shipwreck Wall - East Face > (c) Shipwreck Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106678821/fish-n-chips,3.3,-1,Sport,5.10c,1,70,44.36708,-121.14198
"Yasmine Bleeth","Siberia > Outer Mongolia > The Middle Kingdom > Wonderland North > Wonderland of Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724492/yasmine-bleeth,2.8,-1,Sport,5.9,1,90,34.06957,-116.16993
"Power Station","The Power Wall > Century Lake Area > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106000584/power-station,2.8,-1,Sport,5.10b,1,50,34.098,-118.734
Machete,"Sunnyside > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106599147/machete,2.9,-1,Sport,5.10b,1,65,37.72324,-83.62607
"Cruisin' for a Bruisin'","The Hideout > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106937607/cruisin-for-a-bruisin,2.9,-1,Sport,5.10d,1,60,37.73189,-83.63725
"The Best Route In Minnesota","Escher World > Phra Nang Beach > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/106062331/the-best-route-in-minnesota,3.8,-1,Sport,5.11a,1,90,8.0395,98.81686
"Leggo My Eggo","The Egg > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740990/leggo-my-eggo,2.8,-1,Sport,5.10a,1,150,40.57405,-111.76875
"Touch Monkey","Der Zerkle > Central > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105755617/touch-monkey,2.8,-1,"Sport, TR",5.11b,1,40,39.9741,-105.2881
Carlin,"The Funny Face > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/106231707/carlin,2.8,-1,Sport,5.10a,1,80,39.71141,-107.69251
"Isle of You","Trad Rock > Isle of You > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/105738602/isle-of-you,2.8,-1,Sport,5.10a,1,170,31.87484,-110.01472
"Barfing Butterflies","Orange Oswald Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105997978/barfing-butterflies,3.1,-1,Sport,5.11b,1,85,38.2422,-80.83949
"Delay of Game","Parking Lot Rock - West > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740945/delay-of-game,2.8,-1,Sport,5.8,1,160,42.08342,-113.72294
"Two Kings And A Pawn","4 - Queen > Chessman Area > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106768707/two-kings-and-a-pawn,3.8,-1,Sport,5.11b,1,85,32.36032,-110.71983
"Godfather 2","The Godfather Boulder > Leigh Creek > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106499931/godfather-2,3.3,-1,Sport,5.11a,1,60,44.08027,-107.3032
"Dereliction Affliction","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105754837/dereliction-affliction,2.9,-1,Sport,5.11b,1,75,38.63213,-105.22238
"Block Party","Mural Wall > The Gallery > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105755851/block-party,2.9,-1,Sport,5.10a,1,,38.6197,-105.2357
"Brain Tweezers","3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106023161/brain-tweezers,2.9,-1,Sport,5.10c,1,60,38.05452,-81.03346
"Schwing Salute","The Monkey House > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105749626/schwing-salute,2.8,-1,Sport,5.11b/c,1,70,39.73978,-105.32146
"Idiot's Deluxe","The Parking Lot Wall > *Rumney > New Hampshire",https://www.mountainproject.com/route/106254851/idiots-deluxe,2.8,-1,Sport,5.10c/d,1,,43.80274,-71.83029
"Positively Fourth Street","West Ridge - part D - Xanadu to Pony Express > The West Ridge > Eldorado Canyon SP > Boulder > Colorado",https://www.mountainproject.com/route/105749917/positively-fourth-street,2.8,-1,"Trad, TR",5.9+,1,70,39.93239,-105.28874
"Over Easy","Seismic Wall A.K.A. Maggie's Wall > Barton Creek Greenbelt > Texas",https://www.mountainproject.com/route/105976833/over-easy,2.8,-1,Sport,5.9,1,40,30.24535,-97.79986
"Stud Alert","Scud Wall > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827642/stud-alert,2.8,-1,Sport,5.10c,1,70,42.74191,-108.83072
"Oh My! finish","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/106033489/oh-my-finish,3.4,-1,Sport,5.11b/c,1,,43.80293,-71.83513
"Man's Best Friend","Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/106070440/mans-best-friend,2.7,-1,Sport,5.7,2,180,36.16234,-115.4495
"Psychedellic Milk Painter","The Back Forty > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106254320/psychedellic-milk-painter,2.9,-1,Sport,5.11a,1,80,44.1485,-107.25814
"Shoot at Will","Tombstone Pit > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105874831/shoot-at-will,2.8,-1,Sport,5.8,1,45,34.3079,-116.8782
"Popeye Meets The Burrito Master","Mall Wall > The Pit > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/105827477/popeye-meets-the-burrito-master,2.8,-1,Sport,5.10c,1,55,35.12909,-111.59666
Ryanosaurus,"Land Before Time Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106968604/ryanosaurus,2.8,-1,Sport,5.9,1,50,37.72435,-83.63078
"Gimme a Clown","Whippoorwill > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106736089/gimme-a-clown,2.8,-1,Sport,5.9,1,70,38.2338,-80.8552
"Yellow Man","Martini Sector > The Discovery Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/108134263/yellow-man,3.6,-1,Sport,5.11a,1,70,43.72721,-113.08171
"Llama Enlightenment","(2) Llama Wall > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105820873/llama-enlightenment,2.8,-1,Sport,5.10c,1,85,44.36418,-121.14694
"Pet Semetery","Stephen King Library > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106768073/pet-semetery,2.8,-1,Sport,5.11a,1,40,36.0947,-84.7083
"Layback and Enjoy It","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106138623/layback-and-enjoy-it,2.8,-1,Sport,5.10d,1,60,38.10049,-81.09596
Chupacabra,"The Wild > Rock Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106211512/chupacabra,2.8,-1,Sport,5.10a,1,40,40.2646,-111.6122
Strongman,"The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105977059/strongman,2.8,-1,Sport,5.9+,1,50,36.00881,-93.29549
Psychobilly,"Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826090/psychobilly,2.8,-1,Sport,5.11a/b,1,60,36.15539,-115.4361
"Mona Lisa Overdrive","Solar Collector/Gold Coast > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106925375/mona-lisa-overdrive,2.8,-1,Sport,5.11b,1,65,37.6775,-83.73409
"More Sandy than Kevin","Shipwreck Wall - East Face > (c) Shipwreck Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105790430/more-sandy-than-kevin,2.8,-1,Sport,5.10d,1,,44.36708,-121.14198
"Speedway Boogie","Leda > Tennessee",https://www.mountainproject.com/route/105890847/speedway-boogie,2.8,-1,Sport,5.7+,1,60,35.2356,-85.2265
"Ruby Slippers","Emerald City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870235/ruby-slippers,3.0,-1,Sport,5.10d,1,70,37.75195,-83.66364
"Red Eye","(3) Red Wall > Broughton Bluff > Portland & The Gorge > Oregon",https://www.mountainproject.com/route/106206829/red-eye,3.0,-1,Sport,5.10,1,60,45.53999,-122.37622
"Man With a Hueco in His Tights","Triple Corners Left > Triple Corners > *Rumney > New Hampshire",https://www.mountainproject.com/route/105946055/man-with-a-hueco-in-his-tights,2.8,-1,Sport,5.11a,1,45,43.80406,-71.84251
Zag,"Bridge Buttress > Bridge Area > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105944184/zag,2.8,-1,"Trad, TR",5.8,1,,38.0718,-81.08006
"Side Effects","Moderate Mecca > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105791450/side-effects,2.8,-1,Sport,5.10d,1,80,36.14212,-115.42055
"Zen Master","Zen Garden > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/105983489/zen-master,2.8,-1,Sport,5.10d,1,60,39.5632,-111.6908
"Captain Blonde Sinks The Ship","The Boneyard > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106603108/captain-blonde-sinks-the-ship,2.8,-1,Sport,5.11-,1,75,37.73135,-83.63968
"Many Options","Hard Rock > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105885699/many-options,2.8,-1,Sport,5.10a,1,60,40.4507,-111.6717
Bethel,"Johnny's Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106614620/bethel,2.8,-1,Sport,5.10a,1,50,37.72961,-83.63208
"The Atheist","Division Wall > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105739964/the-atheist,2.8,-1,Sport,5.11b,1,,40.4503,-111.668
"May Day","(5) Old Tree Wall > Ozone > Southwest Cascades > Washington",https://www.mountainproject.com/route/107234517/may-day,3.0,-1,Sport,5.10b,1,80,45.5672,-122.2077
Firstborn,"Hard Rock > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106050295/firstborn,2.8,-1,Sport,5.10c,1,45,40.4507,-111.6717
"I Love the Big Top","Circus Wall > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106242038/i-love-the-big-top,2.8,-1,Sport,5.9,1,,44.10072,-107.28884
Lumina,"The Dark Side > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105752422/lumina,2.8,-1,Sport,5.9,1,,38.6281,-105.2239
"Merry Maids","Middle Ice Caves (Potato Routes) > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/105753394/merry-maids,2.8,-1,Sport,5.10a,1,,39.71112,-107.69235
"The Green Piece","Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105944381/the-green-piece,2.8,-1,Sport,5.10b,1,,38.05092,-81.07276
"The De-Nogginizer","Hunter S. Thompson Dome > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105891241/the-de-nogginizer,3.0,-1,Sport,5.11a,1,75,36.15631,-115.43649
"Wiessner Face","Wiessner Wall > West Bluff 03 - Cleo Amphitheater > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730283/wiessner-face,3.5,-1,"Trad, TR",5.7,1,40,43.41753,-89.73823
"Bear Mountain Picnic","Jimmywood > Foster Falls > Tennessee",https://www.mountainproject.com/route/105932699/bear-mountain-picnic,2.8,-1,Sport,5.8+,1,80,35.17715,-85.68247
"Swiss Cheese","Hillbilly Routes > Hillbilly Hollow > Wisconsin",https://www.mountainproject.com/route/105863293/swiss-cheese,2.8,-1,"Sport, TR",5.8,1,40,43.9763,-89.5005
"Easily Flakey","Bridge Buttress > Bridge Area > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105943747/easily-flakey,2.8,-1,"Trad, TR",5.7,1,80,38.0718,-81.08006
"The Nordwand","Little Eiger > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105748244/the-nordwand,2.8,-1,Sport,5.11b,2,,39.7432,-105.2991
Paradise,"Banana Belt > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105897030/paradise,3.0,-1,Sport,5.9,1,115,37.51085,-118.56962
Conflict,"Watchtower Tiers > The Watchtower > Ferguson Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106006882/conflict,2.8,-1,Sport,5.10c/d,1,90,40.61023,-111.78817
"Rotten Bananas","The Tall Wall > Western Wall Area > Alabama Hills > Lone Pine Area > Sierra Eastside > California",https://www.mountainproject.com/route/105897763/rotten-bananas,2.8,-1,Sport,5.7,1,105,36.6071,-118.1328
"Some Boys Never Learn","Munitions Roof > Valhalla > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105856626/some-boys-never-learn,2.8,-1,Sport,5.10c,1,,44.13974,-107.25794
"Master Beta","Red Wall > Main Climbing Areas > Crowders Mountain > North Carolina",https://www.mountainproject.com/route/106456087/master-beta,3.0,-1,Sport,5.10c,1,80,35.23437,-81.27357
"Massive Luxury Overdose (aka Planet Luxury)","(q) Mesa Verde Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105808221/massive-luxury-overdose-aka-planet-luxury,2.8,-1,Sport,5.10c,1,80,44.36866,-121.14442
"Jacob's Ladder","The Red Light District > Foster Falls > Tennessee",https://www.mountainproject.com/route/105892550/jacobs-ladder,2.8,-1,Sport,5.8,1,80,35.18226,-85.67396
"Heaven's Gate","Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105816053/heavens-gate,3.6,-1,"Trad, Sport",5.11a,4,,47.82355,-121.56685
"Root Canal","River Road Dihedrals > River Road > Moab Area > Utah",https://www.mountainproject.com/route/106777929/root-canal,2.8,-1,Sport,5.8,1,70,38.60702,-109.54061
"Pole Dancing","Amphitheater > Pilot Mountain > North Carolina",https://www.mountainproject.com/route/108364371/pole-dancing,2.8,-1,Sport,5.7,1,60,36.3402,-80.48356
"Community Service","Main Wall > La Milagrosa Canyon > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/105895574/community-service,2.8,-1,Sport,5.10a,1,,32.29825,-110.71317
"Stress Rehearsal","The Vault > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105865056/stress-rehearsal,2.8,-1,Sport,5.10d,1,,38.6326,-105.2241
Abitafun,"Pub Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105969567/abitafun,2.8,-1,Sport,5.9,1,105,37.51096,-118.57058
"Mark of the Beast","Devil's Slide > Main Dome > Enchanted Rock State Natural Area > Texas",https://www.mountainproject.com/route/105860218/mark-of-the-beast,2.7,-1,Sport,5.8+,3,,30.50849,-98.819
"Buffalo Soldier","Cowboy Poetry > The Main Wall > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/106544067/buffalo-soldier,2.8,-1,Sport,5.10b,1,50,42.58499,-108.73151
Jenga,"Zorro Wall > Birdsboro Quarry > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/106540876/jenga,2.8,-1,Sport,5.10a,1,50,40.24967,-75.82389
"I Can't Believe It","Slabbage Patch > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105864016/i-cant-believe-it,3.3,-1,Sport,5.10a,1,75,42.07858,-113.71532
"Oscar de la Cholla","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105755515/oscar-de-la-cholla,2.8,-1,Sport,5.9,1,75,38.63213,-105.22238
"Double Feature","The Balcony > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106099092/double-feature,2.8,-1,Sport,5.10c,1,60,36.0947,-84.7083
"Steep Street","Nevermind Wall > Exit 38: Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105792983/steep-street,2.8,-1,Sport,5.11a,1,30,47.43564,-121.66214
"New York Is Not The City","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742067/new-york-is-not-the-city,2.8,-1,Sport,5.10a,1,80,42.07848,-113.7135
"Wagon Wheel of Death","Slavery Wall > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106198625/wagon-wheel-of-death,3.5,-1,Sport,5.11,1,100,44.13247,-107.25718
"Armistice (AKA The Armisist)","Contest Wall > Sand Gulch > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105760929/armistice-aka-the-armisist,2.8,-1,Sport,5.10b,1,,38.62148,-105.23217
"Welcome to New Jack City","Raven Rocks West (Warm-up Wall) > Raven Rocks > Box Canyon East > New Jack City > High Desert > California",https://www.mountainproject.com/route/105898377/welcome-to-new-jack-city,2.8,-1,Sport,5.10a,1,60,34.66502,-116.97738
"Push to Open","The Dollar Store > The Benches > The Emeralds > Bowman Area > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108284980/push-to-open,2.8,-1,Sport,5.10a,1,60,39.325,-120.64942
"Euro-trash Girl","Sector Shinto > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106002969/euro-trash-girl,2.8,-1,Sport,5.10b,1,80,44.14653,-107.25807
"Shute-Mills Route","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734603/shute-mills-route,2.8,-1,Sport,5.8,1,60,38.65137,-122.61851
"Menace Alert","The Long Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105993751/menace-alert,2.8,-1,Sport,5.9+,1,50,38.24137,-80.84379
"The Tower","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761340/the-tower,2.8,-1,Sport,5.10a,1,100,39.999,-105.4122
Herb-A-Med-Veg-A-Matic,"The Highlands aka Highlander > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105759783/herb-a-med-veg-a-matic,2.8,-1,Sport,5.11b,1,95,39.73821,-105.3164
"Begging For Bolts","Fucoidal Quartzite > Logan > Wasatch Range > Utah",https://www.mountainproject.com/route/105869796/begging-for-bolts,3.5,-1,Sport,5.11a,1,110,41.78063,-111.64374
Spinner,"Johnny's Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106614626/spinner,2.8,-1,Sport,5.10b,1,50,37.72961,-83.63208
"The Yeti","Hobbit Caves > Logan > Wasatch Range > Utah",https://www.mountainproject.com/route/107174280/the-yeti,2.9,-1,Sport,5.9,1,50,41.7804,-111.635
"The Y Crack","The Y Crack Area > Dixon Lake > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105802530/the-y-crack,2.8,-1,"Trad, TR",5.7,1,,33.16204,-117.05318
"Needles and Pins","Large Roof Area > Barn Bluff (Red Wing) > Minnesota",https://www.mountainproject.com/route/105826285/needles-and-pins,2.8,-1,Sport,5.10a,1,55,44.56992,-92.52484
"Porkus Procurement","The Dark Side > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105752731/porkus-procurement,2.8,-1,Sport,5.10c/d,1,,38.6281,-105.2239
"Flak Jacket","Bridge Area > Maple Canyon Road > Maple Canyon > Utah",https://www.mountainproject.com/route/106025644/flak-jacket,2.8,-1,Sport,5.10a,1,45,39.555,-111.6832
"Shock and Awe","West Buttress - South > Castle Rock > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811909/shock-and-awe,3.6,-1,Sport,5.10a,1,80,42.12441,-113.67193
"Mongol Hoarde","Civilization Crag > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686396/mongol-hoarde,2.8,-1,Sport,5.10a,1,40,36.14543,-115.42639
"Baked Fresh Daily","TNT Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106177922/baked-fresh-daily,3.0,-1,Sport,5.10c,1,85,25.949,-100.477
"The Falls","Waterfall Cliff > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736052/the-falls,2.8,-1,Sport,"5.10c R",1,110,37.2265,-122.1053
"Teenage Wristband","The Dark Side > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105762054/teenage-wristband,2.8,-1,Sport,5.10-,1,80,38.6281,-105.2239
K-8,"Kelly's Rock > Woodbury Road Crags > Utah Hills > Saint George > Utah",https://www.mountainproject.com/route/105938441/k-8,3.4,-1,Sport,5.11b,1,60,37.0183,-113.8498
PMS,"The Nappy Dugout > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/105754246/pms,2.8,-1,Sport,5.10c,1,,39.70833,-107.69273
"The Big Chill","Menses Prow > The Gallery > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105748978/the-big-chill,2.8,-1,Sport,5.10c,1,,38.6199,-105.2371
"Finger Crack","Nip and Tuck > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748352/finger-crack,2.8,-1,"Trad, TR",5.9,1,,39.98709,-105.43728
"Chambered Nautilus","East Face > Challenge Buttress > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740234/chambered-nautilus,2.7,-1,Sport,5.10a,1,70,40.62202,-111.74528
"Becky Route","Mustache Wall > Scheelite Canyon / Pratt's Crack Gully > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106808844/becky-route,2.8,-1,Sport,5.9+,1,100,37.3836,-118.67689
"Photon Torpedo","The Dilithium Crystal > Inner Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105907194/photon-torpedo,3.5,-1,Sport,5.11b,1,85,37.52004,-118.57216
Mohawk,"Center Wall > Big Chief Area > Truckee River Canyon > Lake Tahoe > California",https://www.mountainproject.com/route/105735473/mohawk,2.8,-1,"Sport, TR",5.10b,1,40,39.2451,-120.20291
"The Bulge","The Appendage > Rock Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105741917/the-bulge,2.9,-1,"Sport, TR",5.11b,1,35,40.2661,-111.6208
Antidote,"The Melting Mud Wall > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106020326/antidote,2.8,-1,Sport,5.10a,1,80,40.58991,-111.64385
"Pretty Woman","Wall of the '90s > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106274771/pretty-woman,2.7,-1,Sport,5.10a,1,95,39.7388,-105.3222
"Vertical Alluvium","West Side > Lemon Reservoir > Durango > Colorado",https://www.mountainproject.com/route/106240728/vertical-alluvium,3.1,-1,"Trad, Sport",5.10a,1,80,37.46485,-107.67834
"When the Cat's Away","Holiday Wall > 05-Sandstone Quarry > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913032/when-the-cats-away,3.3,-1,Sport,5.11b,1,40,36.1634,-115.4422
